"","node_id","protocol","user_agent","connected_since","services","height","hostname","city","country_code","latitude","longitude","timezone","asn","organization_name"
"1","135.181.56.49:8333","70016","/Satoshi:24.0.1/","1684328018","1033","791556","static.49.56.181.135.clients.your-server.de","Helsinki","FI",60.1719,24.9347,"Europe/Helsinki","AS24940","Hetzner Online GmbH"
"2","pejyovkjbchf4rpkwlrol3ngjmlu5q4uodxcekap4ttjm32ycfb6w6ad.onion:8333","70016","/Satoshi:24.1.0/","1684940539","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"3","ubhn43jadeqwr6jae7wh4l5f7qwd5keb6xf3betasqwikdop47fshdad.onion:8333","70016","/Satoshi:24.1.0/","1685018505","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"4","82.64.17.58:58333","70016","/Satoshi:24.1.0/","1685134160","1033","791556","82-64-17-58.subs.proxad.net","Les Matelles","FR",43.7363,3.8115,"Europe/Paris","AS12322","Free SAS"
"5","nuibgelqm777chfkhkesyna73pkxi4auvvzrozkmynp2iyshniobjcad.onion:8333","70016","/Satoshi:24.0.1/","1685018509","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"6","3krhtvbdypj6zmpqhiyipcgcn6m5frcv6xceyy4ltgqfk4lgltxk2did.onion:8333","70016","/Satoshi:22.0.0/","1685140438","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"7","95.22.199.193:8333","70016","/Satoshi:24.1.0/","1685097256","1033","791556","193.pool95-22-199.dynamic.orange.es","Santa Úrsula","ES",28.4301,-16.4887,"Atlantic/Canary","AS12479","Orange Espagne SA"
"8","13.53.236.175:8333","70016","/Satoshi:24.0.1/","1684332178","1033","791556","ec2-13-53-236-175.eu-north-1.compute.amazonaws.com","Stockholm","SE",59.3287,18.0717,"Europe/Stockholm","AS16509","AMAZON-02"
"9","krkyzl3r6k4bski3vluaobgzk5mduic752yvxzac23cptlb23vtv2lyd.onion:8333","70016","/Satoshi:23.0.0/Knots:20220529/","1684390774","67109965","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"10","qnvhzd7k574jc7kbyj4cm3uddhjh4hzqyuzoglpzdscmwfqsuavku7id.onion:8333","70016","/Satoshi:0.21.1/","1685146367","1032","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"11","pl5raobobkzncyj3zibqdkh4qvty2axqk6t3zyieqjje3cjvjzmthwqd.onion:8333","70016","/Satoshi:24.0.1/","1685113801","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"12","192.146.137.44:8333","70016","/Satoshi:24.0.1/","1684328027","1033","791556","bitcoin.dan.net.uk",NA,"GB",51.4964,-0.1224,"Europe/London","AS57672","Daniel James Austin"
"13","f4mfpsbvs4udklecftbb3d6qwyh4vuxp2dyjfzadikvllojksikkcpqd.onion:8333","70016","/Satoshi:24.0.1/","1685092257","1101","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"14","164.90.47.8:8333","70016","/Satoshi:22.0.0/","1685140433","1033","791556","ip-164-90-47-8.static.oecfiber.com","Moore","US",35.3352,-97.4789,"America/Chicago","AS53449","OEC-FIBER"
"15","fvp45w7wvncodbkqbck5g7bdqmjtmf3tmqtxigwmjwthtqq4dmen6sid.onion:8333","70016","/Satoshi:23.0.0/","1685127652","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"16","l63mokdizv2b3p4nud27lyyxfd4riuemlnio44cdns7cwn52j7elmaqd.onion:8333","70016","/Satoshi:24.0.1/","1685045092","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"17","50.47.81.136:8333","70016","/Satoshi:24.0.1/","1684984048","1101","791556","50-47-81-136.evrt.wa.ptr.ziplyfiber.com","Redmond","US",47.6722,-122.1257,"America/Los_Angeles","AS20055","AS-WHOLESAIL"
"18","y45quhg7lr2hqb4newihzicyvfpw36n3q45de7d2vk2xoybp3vpe56ad.onion:8333","70016","/Satoshi:23.0.0/","1684330003","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"19","83.137.41.10:8333","70016","/Satoshi:22.0.0/","1685125466","1037","791556","extern1.nemox.net",NA,"AT",48.2048,16.3801,"Europe/Vienna","AS31394","nemox.net Informationstechnologie OG"
"20","jjh7ord5vyfvpxiv5ybwfywvnxvkhblcxfwv47iywpnfppciotrfrzid.onion:8333","70016","/Satoshi:23.0.0/","1685088105","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"21","173.249.0.235:8333","70015","/Satoshi:0.16.3/","1684341102","1037","791556","173.249.0.235","Nuremberg","DE",49.405,11.1617,"Europe/Berlin","AS51167","Contabo GmbH"
"22","186.235.48.228:8333","70016","/Satoshi:22.0.0/","1685147316","1032","791554","186-235-48-228.inorpel.com.br","João Pessoa","BR",-7.1712,-34.8617,"America/Fortaleza","AS263096","Inorpel Ind. Nordestina de Prod. Eletricos Ltda."
"23","ogtcrrik53qjxaxpo3qhpmidh4eg4n7j5q243ropywrn5phgajsti4id.onion:8333","70016","/Satoshi:0.21.1/","1685126761","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"24","etj2w3zby7hfaldy34dsuttvjtimywhvqjitk3w75ufprsqe47vr6vyd.onion:8333","70016","/Satoshi:23.0.0/","1684500781","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"25","fuoabzsdrq7pdkezr6nyz2pmbpircsx3zr3woru2qteolxotiqy7iaqd.onion:8333","70016","/Satoshi:23.0.0/","1685034735","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"26","p52e6rq3y4tmijxzlow5tnb35oyt45rys3crbnwh74enrcij4div3oad.onion:8333","70016","/Satoshi:0.21.1/","1684897702","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"27","[2001:8b0:1301:1000::60]:8333","70016","/Satoshi:24.0.1/","1684728336","1033","791556","2001:8b0:1301:1000::60","Greenwich","GB",51.4805,-0.0113,"Europe/London","AS20712","Andrews & Arnold Ltd"
"28","jgo3a4c5usr4k37zwrvndlrxu4snpwvttlbbti2ti7ca4ra7h5s4miid.onion:8333","70016","/Satoshi:24.0.1/","1684645902","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"29","[2a01:4f9:c010:dafc::1]:8333","70016","/Satoshi:22.0.0/","1685136379","1032","791556","2a01:4f9:c010:dafc::1",NA,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH"
"30","41.72.158.98:8333","70016","/Satoshi:23.0.0/","1684948270","1033","791556","41.72.158.98","Pretoria","ZA",-25.7599,28.2604,"Africa/Johannesburg","AS37153","xneelo"
"31","207.180.220.235:8333","70016","/Satoshi:25.99.0/","1684890491","1033","791556","m11335.contaboserver.net","Nuremberg","DE",49.405,11.1617,"Europe/Berlin","AS51167","Contabo GmbH"
"32","[2a00:7c80:0:a1:519::1]:8333","70016","/Satoshi:22.0.0/","1685144953","1032","791556","2a00:7c80:0:a1:519::1","Naaldwijk","NL",51.9981,4.198,"Europe/Amsterdam","AS49981","WorldStream B.V."
"33","128.140.56.153:8332","70015","/Satoshi:0.19.1/","1684328019","1032","791556","static.153.56.140.128.clients.your-server.de",NA,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH"
"34","159.250.153.179:8444","70016","/Satoshi:24.0.1/","1684728334","1032","791556","d-159-250-153-179.fl.cpe.atlanticbb.net","Aventura","US",25.9585,-80.1381,"America/New_York","AS11776","ATLANTICBB-JOHNSTOWN"
"35","34.227.68.216:8333","70016","/Satoshi:0.21.1/","1685147784","1037","791556","ec2-34-227-68-216.compute-1.amazonaws.com","Ashburn","US",39.0469,-77.4903,"America/New_York","AS14618","AMAZON-AES"
"36","89.145.167.206:8333","70016","/Satoshi:24.0.0/","1684328021","1033","791556","xc-btc-003.gva2.closermoon.net","Geneva","CH",46.1953,6.1385,"Europe/Zurich","AS61098","Akenes SA"
"37","kk2gslikk2vf525jzcv6vkkhmpy45bbagfla5sve4e4dq3hlwgb7fsad.onion:8333","70016","/Satoshi:24.0.1/","1684963886","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"38","6mrmas2jt2pfnnbnwxmsn3epgf4j5cq7xp5zucvls3jyrlzuc24xadid.onion:8333","70016","/Satoshi:24.1.0/","1685088986","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"39","s5katrclne7l3tcyymzvoop4wnzgzgrnxtyfyrvkpgia2novzfdv3lqd.onion:8333","70016","/Satoshi:24.0.1/","1684904623","1100","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"40","7vj6anxcqyxnlp22u47fwuhl3gwwmujk2ul6fnjqyqvyywcp4k6lzlid.onion:8333","70016","/Satoshi:23.0.0/","1685138607","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"41","135.181.70.1:8333","70016","/Satoshi:24.0.1(UASF-SegWit-BIP148)/","1684328030","1032","791556","static.1.70.181.135.clients.your-server.de","Helsinki","FI",60.1719,24.9347,"Europe/Helsinki","AS24940","Hetzner Online GmbH"
"42","u6d6xxcjeejncjsgete624r4suuxslc6sue2m6e76bp7khxuentr72yd.onion:8333","70016","/Satoshi:24.0.1/","1684963453","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"43","tyo723xeueolog3tg4wb5xsnkqfjeodnixuphhbsd4roqwrgafuophad.onion:8333","70016","/Satoshi:24.0.1/","1685081586","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"44","4ikbl2ruehx227m36kos4bprhtw2kmjqfhoos44tqgec7wjcounohpid.onion:8333","70016","/Satoshi:23.0.0/","1685042052","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"45","92.58.171.140:8333","70016","/Satoshi:24.0.1/","1684328020","1101","791556","140.pool92-58-171.dynamic.orange.es","Blanes","ES",41.6717,2.794,"Europe/Madrid","AS12479","Orange Espagne SA"
"46","mdwsmjntjfmvdczuip4jzjisei5oemv4xmlhpq7hjkpcgmcp6wdwpyad.onion:8333","70016","/Satoshi:23.0.0/","1684971526","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"47","7rxt46fqucvwfjiqqpghxpmupqnfwwrn64qv26obuyi3v22b6hwbfkad.onion:8333","70016","/Satoshi:23.0.0(RoninDojo 1.18.1)/","1684383905","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"48","maeosv33vjjpitwxhjzoqnes7uhofohlzvzqdnm2wyq32wtwysl5bcid.onion:8333","70016","/Satoshi:24.1.0/","1684960876","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"49","b63mpx3bqtthgnokhynreuzj36h2u4jnpspdyxlojdmakoo3szvvmmqd.onion:8333","70016","/Satoshi:22.0.0/","1685143149","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"50","143.110.175.248:8333","70015","/Satoshi:0.20.1/","1685147787","1037","791554","143.110.175.248","Enfield","GB",51.5368,-0.6718,"Europe/London","AS14061","DIGITALOCEAN-ASN"
"51","g5psizt57ywdow6mopc65krcmdzmazf7kl3km43ue6tl3fvyyfklwfid.onion:8333","70016","/Satoshi:24.0.1/","1685045091","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"52","mbtca7uoz7y5deigsp36cgxca6qpf3pcoqwd5izt74kafs7zxpycn6id.onion:8333","70016","/Satoshi:22.0.0/","1685145900","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"53","vm7lmscpmiardx455mtz4enuhmakv6cq7if5bvgpnug74fm6nu2dbkqd.onion:8333","70016","/Satoshi:22.0.0(RoninDojo 1.14.2)/","1685140885","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"54","qjhxmzpmrukgsyephwv7ycy76cozxwhjkkfnshpt7fgab6otebkf3cyd.onion:8333","70016","/Satoshi:23.0.0/","1684802723","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"55","wn64sqlbpegqeunhe6igbtcgiaum2ie3lsy5j5srg6at2mp6a2j57qyd.onion:8333","70016","/Satoshi:23.0.0/","1684927609","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"56","95.216.9.186:8333","70016","/Satoshi:22.0.0/","1684999537","1032","791556","static.186.9.216.95.clients.your-server.de","Helsinki","FI",60.1719,24.9347,"Europe/Helsinki","AS24940","Hetzner Online GmbH"
"57","wfb2w5dyu2fdikiix2mpnb27tyyem4p45hvmz5s3sj4kw3rdlymnzeyd.onion:8333","70016","/Satoshi:24.0.1/","1684835536","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"58","rkioyfsmwgqxc6vvobnrigv4nalg4vpbrhz4q5lcweg4bm4djftxkzqd.onion:8333","70016","/Satoshi:0.21.1/","1685147321","1033","791555",NA,NA,NA,0,0,NA,"TOR","Tor network"
"59","jefmm7bgyz5m4zigk4j3ebz2vm4uankrit7swuca27stvpv55gzq7sad.onion:8333","70016","/Satoshi:24.0.1/","1685104158","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"60","axhfklnqurbcy3r6iknrofqyjaywsitxqcjqpa272xgk4dxkgptvbpid.onion:8333","70016","/Satoshi:24.0.1/","1684925326","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"61","gidramyg2ilm3zytyg272u4a6xfnnwsidwpzq3g3ggrkzxs6gr7xn7yd.onion:8333","70016","/Satoshi:24.0.1/","1684372973","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"62","lqzus5ri4ahw2ssthd3u6iuravxqk6ryjtjp67e2rhiav2kryxqxhnid.onion:8333","70016","/Satoshi:24.0.1/","1685104175","1097","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"63","[2001:41d0:700:3020::]:8333","70015","/Satoshi:0.19.1/","1684332597","1033","791556","2001:41d0:700:3020::",NA,"FR",48.8582,2.3387,"Europe/Paris","AS16276","OVH SAS"
"64","2453oqwalwmqb6arhffr3h3l6lt7yywmpcjkerv7iapou4becuvsulqd.onion:8333","70016","/Satoshi:23.0.0/","1684925783","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"65","u46xwxdjwc5bszp5mnpwllma2bgky6rp3327fc557x64gl7olhasn3ad.onion:8333","70016","/Satoshi:23.0.0/","1684872708","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"66","34.75.113.198:8333","70015","/Satoshi:0.20.1/","1685147786","1037","791551","198.113.75.34.bc.googleusercontent.com","North Charleston","US",32.8608,-79.9746,"America/New_York","AS396982","GOOGLE-CLOUD-PLATFORM"
"67","[2a01:4f9:1a:af0d::2]:8333","70016","/Satoshi:22.0.0/","1685135497","1033","791556","2a01:4f9:1a:af0d::2",NA,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH"
"68","kddl3z3mevr3wpch2y2ollb6sz2lt7ha65xra6pd2lxydpeayrd67wqd.onion:8333","70016","/Satoshi:22.0.0(FutureBit-Apollo-Node)/","1685146370","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"69","95.88.155.233:8333","70016","/Satoshi:24.0.1/","1685115509","1033","791556","ip5f589be9.dynamic.kabel-deutschland.de","Bendorf","DE",50.4226,7.5856,"Europe/Berlin","AS3209","Vodafone GmbH"
"70","jlbtuciqoyemv4lsf5ckyycxkdeh3ykv34plzgudd3v2rteviipjj7ad.onion:8333","70016","/Satoshi:24.0.1/","1684965199","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"71","bdjbi4s7o5fcqt2szktnwaj3ypcvbgqpu4yk2pnyzvagpavlr3sxepyd.onion:8333","70016","/Satoshi:23.0.0/","1685018949","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"72","[2603:3024:18ee:8000:20e:c4ff:fed1:ef15]:8333","70016","/Satoshi:24.0.0/","1684328043","1033","791556","2603:3024:18ee:8000:20e:c4ff:fed1:ef15","Santa Clara","US",37.3526,-121.9541,"America/Los_Angeles","AS7922","COMCAST-7922"
"73","uduqcyox4tmq4g67jgelncjbuovgkcsul3ui7y32cz3pnr7teknybjad.onion:8333","70016","/Satoshi:23.0.0/","1685065309","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"74","5fm626edb2zx53533tvgplr2u76pkl2capfm7heb6nwbpaay3nedd5ad.onion:8333","70016","/Satoshi:23.0.0/","1684887114","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"75","3itrjr5apdttl757eanag6yiy4jtwkwbvjywazm3wv3ojt4qbczm5ead.onion:8333","70016","/Satoshi:25.99.0/","1684935589","1097","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"76","5yialucjgzokx7btzxqmaidksvayigwdkx3ro5uekrhxwfu66kn2adqd.onion:8333","70016","/Satoshi:24.0.1/","1684764591","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"77","lpy64jtkc7zwpji4ssg3bgc6q4zatahv2haicjmurx2i7lohwvuktuad.onion:8333","70016","/Satoshi:24.0.1/","1684895835","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"78","64.182.69.130:8333","70015","/Satoshi:0.19.0.1/","1684985384","1033","791556","smtp.glenrose.net",NA,"US",37.751,-97.822,"America/Chicago","AS54489","CORESPACE-DAL"
"79","122.116.90.171:8333","70016","/Satoshi:22.0.0/","1685147784","1033","791556","122-116-90-171.hinet-ip.hinet.net","New Taipei","TW",24.9466,121.586,"Asia/Taipei","AS3462","Data Communication Business Group"
"80","[2605:59c8:310:f000:62be:b4ff:fe00:81a8]:8333","70016","/Satoshi:23.0.0/","1685146836","1033","791556","customer.sttlwax1.pop.starlinkisp.net","Calgary","CA",51.0406,-114.0764,"America/Edmonton","AS14593","SPACEX-STARLINK"
"81","ydvbxdzs6w5wefifiqsqntpbd7tliofenqih5hlnz34546fvy4ab7iid.onion:8333","70016","/Satoshi:23.0.0/","1685014525","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"82","73.19.158.188:8333","70016","/Satoshi:24.0.1/","1684930769","1101","791556","c-73-19-158-188.hsd1.fl.comcast.net","Dothan","US",31.2232,-85.3905,"America/Chicago","AS7922","COMCAST-7922"
"83","aqld7yak3s5reilaofio5sqx2e3iifwyvs322h2bpk3e4tugurr22tyd.onion:8333","70016","/Satoshi:22.0.0/","1685141790","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"84","3xxo6eni3binscn24dzxqwsemtdurjc7sq3kgesbrurmnug2xnxhw3ad.onion:8333","70016","/Satoshi:22.0.0/","1685143151","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"85","4luyp52btlmd3rw6oozysyawcdy7vcqitjeyevtgq3bxkvj6b43k4iyd.onion:8333","70016","/Satoshi:24.0.1/","1685071369","1101","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"86","174.92.155.139:8333","70016","/Satoshi:0.21.1/","1685142693","1033","791556","bras-base-mtrlpq3704w-grc-33-174-92-155-139.dsl.bell.ca","Laval","CA",45.6196,-73.7366,"America/Toronto","AS577","BACOM"
"87","174.20.156.253:8333","70016","/Satoshi:22.0.0(FutureBit-Apollo-Node)/","1685139063","1032","791556","174-20-156-253.mpls.qwest.net","Minneapolis","US",44.9985,-93.3029,"America/Chicago","AS209","CENTURYLINK-US-LEGACY-QWEST"
"88","wo7mzvlpjvrzs2w6m7vywpaczweapj53omkdid63n27ycp2jfdxzcxqd.onion:8333","70016","/Satoshi:24.0.1/","1684881455","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"89","fx5uifqr3iesg6k3b6gklitleec5dmrkmxx5oabnxb7psfmix7qn7cqd.onion:8333","70016","/Satoshi:24.0.1/","1684929410","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"90","185.180.220.12:8333","70016","/Satoshi:23.0.0/","1684329016","1033","791556","185-180-220-12.hosted-by-worldstream.net","Naaldwijk","NL",51.9981,4.198,"Europe/Amsterdam","AS49981","WorldStream B.V."
"91","muyveglcpb5fmxygpjuun5y6mx3kbwmnlndrhcibeob4gc5phfghdoyd.onion:8333","70016","/Satoshi:24.0.1/","1684520793","1101","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"92","161.246.11.230:8333","70016","/Satoshi:22.0.0/","1685140879","1033","791556","161.246.11.230",NA,"TH",13.7442,100.4608,"Asia/Bangkok","AS9486","King Mongkuts Institute of Technology Ladkrabang"
"93","3mjw2fkwdpqa6t25xfc2helfb6ow65y4ccbr7t2262dujvdoykcgozad.onion:8333","70016","/Satoshi:24.0.1/","1685123265","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"94","s3wsjmayz5bwwrwyoi72xyggbrafndajypabkxo2mzrltf4bwexongyd.onion:8333","70016","/Satoshi:24.0.1/","1685045092","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"95","pkwfuygo5nsnunhfv2iez2hr3hvob2wiaaxnpf6xh6is547pjbucdcqd.onion:8333","70016","/Satoshi:23.0.0/","1685106478","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"96","72.187.232.197:8333","70016","/Satoshi:0.21.1/","1685143603","1097","791556","072-187-232-197.biz.spectrum.com","Clearwater","US",27.947,-82.7943,"America/New_York","AS33363","BHN-33363"
"97","199.217.119.221:8333","70015","/Satoshi:0.18.0/","1684912789","1037","791556","eagle1079.dedicatedpanel.com","St Louis","US",38.6287,-90.1988,"America/Chicago","AS30083","AS-30083-GO-DADDY-COM-LLC"
"98","eej4xccsjmqb5isu6apqlgkfkxia6s6q3z5crzcdecb4skxymg4yroad.onion:8333","70016","/Satoshi:24.0.1/","1684993764","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"99","n4spw4af35ubr7dvg5hbfnfzbpmkop54wyz3yob66e7tn2q5wriedyqd.onion:8333","70016","/Satoshi:24.0.1/","1685135521","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"100","a47a2f4exd2kwgvf6zivfyxejwp672tlcafkpl547zc2l7pixidfrsid.onion:8333","70016","/Satoshi:24.1.0/","1684555045","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"101","34.125.88.170:8333","70015","/Satoshi:0.20.1/","1685147784","1037","791556","170.88.125.34.bc.googleusercontent.com","Las Vegas","US",36.1685,-115.1164,"America/Los_Angeles","AS396982","GOOGLE-CLOUD-PLATFORM"
"102","jb3m6umwmdvlmp2ldu2y23l7uojezrvgt6lp2gw6algsc6re7usco7id.onion:8333","70016","/Satoshi:22.0.0/","1685146836","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"103","iwerwuyz3ekkcveiisa3xhykiy2g7wsfftwpbqpnomyuowi26qv6lhqd.onion:8333","70016","/Satoshi:24.0.1/","1685140892","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"104","104.248.162.99:8333","70016","/Satoshi:24.0.1/","1684328032","1033","791556","104.248.162.99","Enfield","GB",51.5368,-0.6718,"Europe/London","AS14061","DIGITALOCEAN-ASN"
"105","mledziqszape5t4y535hjt6ptve7qm4vvttwkjkcmpuqmpzqruxqarqd.onion:8333","70016","/Satoshi:22.0.0/","1685118506","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"106","pzunpwvmeg3h7uwksesltmzfckoywjml4wbppr4ep7y45ygit6df4oad.onion:8333","70016","/Satoshi:24.0.1/","1684939729","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"107","154.53.35.8:8333","70016","/Satoshi:24.99.0/","1684835077","1033","791556","usa-east.solopool.com","New York","US",40.7123,-74.0068,"America/New_York","AS40021","CONTABO"
"108","[2001:19f0:6001:306f:ec4:7aff:fe8f:66ec]:8333","70016","/Satoshi:0.21.1/","1685137259","1032","791556","2001:19f0:6001:306f:ec4:7aff:fe8f:66ec","Los Angeles","US",34.0544,-118.244,"America/Los_Angeles","AS20473","AS-CHOOPA"
"109","7c5zmyas7lyzhu7oltmuoowexzxzb5g6wctgssimckdqtqzq75lfeaqd.onion:8333","70016","/Satoshi:23.0.0/","1684734502","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"110","[2a12:8e40:5668:e424::1]:8333","70016","/Satoshi:23.0.0/","1684328023","1033","791556","2a12:8e40:5668:e424::1",NA,"FR",48.8582,2.3387,"Europe/Paris","AS45021","BIP21 SAS"
"111","95.84.162.152:8333","70016","/Satoshi:22.0.0/","1685145893","1032","791556","broadband-95-84-162-152.ip.moscow.rt.ru","Moscow","RU",55.7483,37.6171,"Europe/Moscow","AS42610","Rostelecom"
"112","ka2go7cjf3xk24qyshtlmm4d4v5nx4w7ii6u7tv6uktqev2axtp446yd.onion:8333","70016","/Satoshi:0.21.1/","1685117228","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"113","ejhxn36kzmab2pbl7cluq52dhkl4i7tvj2iu2kipuqeixvaxkobmenid.onion:8333","70016","/Satoshi:23.0.0/","1684871814","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"114","ojpzxd6x4xnt4htkix4h4niroefo7wuyj6q2nub2cnmyymlkf2nfwnyd.onion:8333","70016","/Satoshi:24.0.1/","1684986264","1101","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"115","qjnemkri5yu6dvufdtc5uh3ql65vuasibtz2dokay3klrmtpsrywqmqd.onion:8333","70016","/Satoshi:23.0.0/","1685146845","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"116","ctjn7t5odu7er5glpsuwy4ntpljryy7zelgu7cvlvlrczn2qm5iqdvyd.onion:8333","70016","/Satoshi:22.0.0/","1685146842","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"117","z7ahvz44fsodf7dokmwirdq3pzfrer5la4zxwhzwun5mxgcuwvzmlsqd.onion:8333","70016","/Satoshi:25.0.0/","1685143625","1097","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"118","2.83.114.20:8333","70016","/Satoshi:24.0.1/","1685047342","1033","791556","bl22-114-20.dsl.telepac.pt","Carregosa","PT",40.8759,-8.4124,"Europe/Lisbon","AS3243","Servicos De Comunicacoes E Multimedia S.A."
"119","68.2.63.228:8333","70016","/Satoshi:0.21.1/","1685145897","1033","791556","ip68-2-63-228.ph.ph.cox.net","Phoenix","US",33.4512,-112.0876,"America/Phoenix","AS22773","ASN-CXA-ALL-CCI-22773-RDC"
"120","87.78.128.226:8333","70016","/Satoshi:23.0.0/","1684870913","1032","791556","static-87-78-128-226.nc.de","Cologne","DE",50.9532,6.9115,"Europe/Berlin","AS8422","NetCologne Gesellschaft fur Telekommunikation mbH"
"121","e3wpmz2tpxyrf47mp365sswxkbwadrrkdixqj5eujnw7i2nq6bonijqd.onion:8333","70016","/Satoshi:22.0.0/","1685144961","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"122","vbfx6jffhiynj7pmt5bwfmzzql5hkw3pfzlgg27l5j2mxu5e2oabbzid.onion:8333","70016","/Satoshi:24.0.1/","1684925776","1037","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"123","eivyingeutgh76jc2ybswhrmsp5l3op62ht34tctmy3pwhfinoz3x3yd.onion:8333","70016","/Satoshi:24.0.1/","1684673877","1033","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
"124","188.254.215.213:12333","70012","/Ladybug:0.12.0/","1684328020","5","1184489","188-254-215-213.sf.ddns.bulsat.com","Plovdiv","BG",42.1513,24.7518,"Europe/Sofia","AS43205","Bulsatcom EOOD"
"125","essan3cv5gjmu55ofavquvpxd3jtwxqpr2scnr3nrt4iaygrflfu5lyd.onion:8333","70016","/Satoshi:0.21.1/","1685145899","1032","791556",NA,NA,NA,0,0,NA,"TOR","Tor network"
